"User-ID";"Location";"Age"
"170969";"richmond, virginia, usa";"35"
"170997";"westminster, california, usa";"66"
"171078";"langley, british columbia, canada";"43"
"171118";"toronto, ontario, canada";"47"
"171165";"petaling jaya, selangor, malaysia";"36"
"171638";"trout creek, montana, usa";"50"
"171765";"ottawa, ontario, canada";"37"
"171783";"st. charles, missouri, usa";"20"
"172030";"rainsville, alabama, usa";"30"
"172175";"bellingham, washington, usa";NULL
"172374";"san bernardino, california, usa";"20"
"172454";"simi valley, ,";NULL
"172512";"louisville, kentucky, usa";"25"
"172742";"astoria, oregon, usa";"44"
"173111";"west columbia, south carolina, usa";"36"
"173190";"vail, colorado, usa";NULL
"173216";"chemainus, british columbia, canada";NULL
"173415";"chicago, illinois, usa";"31"
"173485";"dunbar, west virginia, usa";NULL
"173951";"chevy chase, maryland, usa";NULL
"174092";"holybourne, england, united kingdom";"34"
"174140";"new cumberland, pennsylvania, usa";"23"
"174304";"st. louis, missouri, usa";"26"
"174633";"nashville, tennessee, usa";"31"
"174707";"albany, california, usa";NULL
"174726";"san diego, california, usa";NULL
"174791";"long beach, california, usa";"38"
"174892";"milford, connecticut,";NULL
"175000";"ridgeland, mississippi, usa";"27"
"175003";"round rock, texas, usa";"33"
"175052";"chicago, illinois, usa";"57"
"175101";"tampa, florida, usa";"61"
"175271";"bellevue, idaho, usa";"55"
"175329";"san diego, california, usa";NULL
"175509";"river edge, new jersey, usa";NULL
"175822";"vevey, vaud, switzerland";"24"
"175886";"hindmarsh island, south australia, australia";"52"
"175888";"tucson, arizona, usa";NULL
"176037";"manning, south carolina, usa";"74"
"176159";"m�nchen, bayern, germany";NULL
"176214";"springdale, arkansas, usa";"34"
"176293";"wayne, new jersey, usa";NULL
"176477";"university heights, ohio, usa";"46"
"176902";"o`fallon, missouri, usa";"25"
"177040";"cicero, new york, usa";"27"
"177072";"moberly, missouri, usa";"47"
"177073";"moberly, missouri, usa";NULL
"177186";"charleston, south carolina, usa";"42"
"177195";"bayside, new york, usa";"20"
"177233";"austin, texas, usa";"23"
"177262";"great valley, new york, usa";"25"
"177432";"wichita, kansas, usa";"33"
"177458";"ottawa, ontario, canada";"29"
"177634";"biloxi, mississippi, usa";NULL
"177690";"nottingham, maryland, usa";"27"
"178035";"pembroke, , canada";"81"
"178130";"auburn, washington, usa";"45"
"178181";"bloomfield hills, michigan, usa";"32"
"178199";"amarillo, texas, usa";NULL
"178229";"new york, new york, usa";"47"
"178240";"olive branch, mississippi, usa";"49"
"178451";"clarkrange, tennessee, usa";"65"
"178522";"somerset, ,";NULL
"178613";"american canyon, california, usa";"41"
"178667";"freehold, new jersey, usa";"34"
"178839";"naperville, illinois, usa";"46"
"178920";"san francisco, california, usa";"31"
"178950";"orlando, florida, usa";NULL
"179411";"sussex corner, new brunswick, canada";NULL
"179718";"leroy, ,";"39"
"179733";"greenville, texas, usa";"26"
"179744";"manchester, connecticut, usa";"26"
"179923";"bangor, northern ireland, united kingdom";"30"
"180042";"thornton, ontario, canada";"63"
"180586";"creston, british columbia, canada";NULL
"180860";"london, ontario, canada";NULL
"180917";"albuquerque, new mexico, usa";"50"
"181077";"rosebud, alberta, canada";"35"
"181254";"clinton, new york, usa";NULL
"181553";"vancouver, washington, usa";"33"
"181916";"sheffield, england, united kingdom";NULL
"182053";"london, ontario, canada";"30"
"182085";"ginsheim, hessen, germany";NULL
"182442";"ithaca, new york, usa";NULL
"182459";"fort wayne, indiana, usa";"28"
"182576";"chillicothe, ohio, usa";NULL
"182744";"rome, italy, italy";NULL
"182746";"jacksonville, florida, usa";"44"
"182763";"melbourne, victoria, australia";NULL
"182838";"cumberland, maryland, usa";"26"
"182987";"armentia, �lava, spain";NULL
"182993";"carneys point, new jersey, usa";"40"
"183103";"albuquerque, new mexico, usa";"66"
"183187";"williamsport, pennsylvania, usa";"48"
"183196";"peoria, illinois, usa";"33"
"183436";"secane, pennsylvania, usa";"24"
"183597";"new york, new york, usa";NULL
"183800";"quebec, quebec, canada";"29"
"183995";"columbus (grandview heights), ohio, usa";"49"
"184241";"tokyo, mitaka, japan";NULL
"184299";"omaha, nebraska, usa";"31"
"184421";"groningen, groningen, netherlands";"24"
"184435";"chicago, illinois, usa";"21"
"184479";"sagamore hills, ohio, usa";NULL
"184483";"pittsburgh, pennsylvania, usa";"41"
"184513";"navarre, florida, usa";"61"
"184532";"des moines, iowa, usa";"28"
"184699";"broken arrow, oklahoma, usa";NULL
"185176";"dayton, ohio, usa";"37"
"185233";"winnemucca, nevada, usa";"31"
"185275";"seattle, washington, usa";"32"
"185308";"winchester, england, united kingdom";NULL
"185384";"st. charles, missouri, usa";NULL
"185450";"cantonment, florida, usa";"35"
"185514";"golden bay, takaka, new zealand";"32"
"185519";"tallahassee, florida, usa";"40"
"185771";"alexandria, virginia, usa";"39"
"186010";"palo alto, california, usa";"21"
"186039";"tehran, tehran, iran";"24"
"186312";"comstock park, michigan, usa";NULL
"186570";"rantoul, illinois, usa";"28"
"186837";"schofield, wisconsin, usa";"39"
"186969";"lewiston, maine, usa";"24"
"187145";"grapeview, washington, usa";"65"
"187170";"chesapeake, virginia, usa";"33"
"187517";"brooklyn, new york, usa";"28"
"187613";"olympia, washington, usa";"19"
"187624";"mountlake terrace, washington, usa";"34"
"187829";"fredericksburg, , usa";NULL
"187945";"adelaide, south australia, australia";NULL
"188010";"edmonton, alberta, canada";NULL
"188022";"harlowton, montana, usa";NULL
"188106";"las vegas, nevada, usa";"41"
"188379";"kannapolis, north carolina, usa";"51"
"188396";"lakeside, arizona,";"19"
"188676";"eastern san fernando valley, california, usa";"38"
"188951";"valdosta, georgia, usa";"24"
"188966";"berlin, berlin, germany";NULL
"189066";"victoria, british columbia, canada";"70"
"189334";"ottawa, ontario, canada";"49"
"189339";"ottawa, ontario, canada";"38"
"189412";"towson, maryland, usa";"21"
"189516";"colorado springs, colorado, usa";"37"
"189747";"vancouver, british columbia, canada";"33"
"189835";"honolulu, hawaii, usa";NULL
"189848";"henley-on-thames, oxfordshire, united kingdom";"36"
"190033";"olympia, washington, usa";NULL
"190709";"coquitlam, british columbia, canada";"26"
"190844";"forest grove, oregon, usa";NULL
"190925";"hobe sound, florida, usa";"51"
"191188";"oakland, california, usa";"80"
"191506";"durham, north carolina, usa";"34"
"191521";"busselton, western australia, australia";NULL
"191724";"bathurst, new brunswick, canada";"41"
"191841";"portland, oregon, usa";"33"
"191873";"rock hill, south carolina, usa";NULL
"191883";"mount airy, north carolina, usa";"27"
"192022";"midlothian, virginia, usa";NULL
"192033";"girard, ohio, usa";NULL
"192245";"beaverton, ,";NULL
"192353";"las vegas, nevada, usa";"26"
"192665";"vacaville, california, usa";"47"
"192996";"mitcham, victoria, australia";"42"
"193017";"shickshinny lake, pennsylvania, usa";"39"
"193458";"toronto, ontario, canada";"40"
"193529";"florissant, missouri, usa";"51"
"193557";"glendale, california, usa";"31"
"193560";"coalville, england, united kingdom";"37"
"193676";"waterford, new york, usa";"27"
"193746";"defuniak springs, florida, usa";NULL
"193798";"largo, florida, usa";"33"
"194600";"toronto, ontario, canada";"51"
"194803";"fort worth, texas, usa";"44"
"195041";"cameron, illinois, usa";"51"
"195241";"tumwater, washington, usa";"58"
"195469";"congers, new york, usa";"39"
"195694";"tucson, arizona, usa";"29"
"195901";"indianapolis, indiana, usa";NULL
"195904";"ruby, south carolina, usa";"36"
"196047";"macomb, michigan, usa";"55"
"196077";"disputanta, virginia, usa";"28"
"196137";"york, pennsylvania, usa";"36"
"196160";"auburn, alabama, usa";"22"
"196191";"warsaw, n/a, poland";"18"
"196662";"goffstown, new hampshire, usa";"15"
"196688";"rio de janeiro, rio de janeiro, brazil";NULL
"196738";"snellville, georgia, usa";"39"
"196915";"arlington, texas, usa";"23"
"197354";"rock hill, mo, ,";NULL
"197654";"cumberland, rhode island, usa";"49"
"197659";"indiana, pennsylvania, usa";"49"
"197687";"plymouth, indiana, usa";NULL
"197728";"berlin, berlin, germany";"29"
"197775";"iasi, iasi, romania";"21"
"197942";"homer, alaska, usa";NULL
"198038";"cumberland, british columbia, canada";"35"
"198331";"bklyn, new york, usa";"43"
"198412";"waretown, new jersey, usa";"17"
"198564";"pickerington, ohio, usa";"42"
"198621";"melbourne, florida, usa";"42"
"198692";"milton, florida, usa";"51"
"198711";"little canada, minnesota, usa";"62"
"199025";"charleston, south carolina, usa";NULL
"199431";"oakwood, georgia, usa";"15"
"199444";"mukilteo, washington, usa";"38"
"199510";"livermore falls, maine, usa";"29"
"199515";"la cienega, new mexico, usa";"44"
"199795";"ottawa, ontario, canada";"48"
"199935";"portland, oregon, usa";NULL
"199953";"manuels, newfoundland, canada";"38"
"200000";"denver, colorado, usa";NULL
"200246";"kanata, ontario, canada";"36"
"200273";"comber, ontario, canada";NULL
"200643";"austin, texas, usa";"21"
"200674";"pittsburg, missouri, usa";"58"
"200993";"amadora, lisboa, portugal";"25"
"201017";"palmetto bay, florida, usa";"36"
"201290";"seixal, set�bal, portugal";"35"
"201349";"thomson, georgia, usa";"15"
"201506";"vienna, vienna, austria";"22"
"201526";"vancouver, british columbia, canada";"25"
"201674";"sellersville, pennsylvania, usa";"28"
"201760";"mitchell, indiana, usa";"29"
"201763";"simi valley, california, usa";"23"
"201776";"saint john, new brunswick, canada";"22"
"201969";"vancouver, british columbia, canada";NULL
"201975";"milwaukee, wisconsin, usa";"20"
"202016";"alicante, alicante, spain";"50"
"202124";"stockton, california, usa";NULL
"202127";"dodge center, minnesota, usa";"25"
"202528";"forty fort, pennsylvania,";NULL
"202797";"upstate, new york, usa";"17"
"202885";"lacey, washington, usa";"62"
"203075";"huntington beach, california, usa";"23"
"203240";"st. louis, missouri, usa";"32"
"203280";"melbourne, victoria, australia";"28"
"203379";"hermosa beach, california, usa";NULL
"203441";"crownsville, maryland, usa";"38"
"203506";"rye brook, new york, usa";"18"
"203649";"mount vernon, kentucky, usa";"41"
"203799";"menasha, wisconsin, usa";"54"
"203893";"st. andrews, manitoba, canada";"26"
"203968";"cumberland, maryland, usa";NULL
"203981";"sterling, virginia, usa";NULL
"204400";"las vegas, ,";"49"
"204522";"mena, arkansas, usa";"29"
"204663";"coimbra, n/a, portugal";"43"
"204864";"simi valley, california, usa";"47"
"204964";"chicopee, massachusetts, usa";"24"
"205038";"boise, idaho, usa";"33"
"205040";"lindale, texas, usa";"17"
"205059";"bangalore, karnataka, india";"69"
"205285";"los altos, california, usa";NULL
"205426";"seattle, washington, usa";"36"
"205473";"ottawa, ontario, canada";"32"
"205502";"san francisco, california, usa";"24"
"205517";"raleigh, north carolina, usa";NULL
"205735";"mosinee, wisconsin, usa";"26"
"205980";"west chester, pennsylvania, usa";NULL
"206016";"burnaby, british columbia, canada";"25"
"206107";"tucson, ,";NULL
"206171";"pipersville, pennsylvania, usa";NULL
"206243";"london, n/a, united kingdom";NULL
"206375";"singapore, n/a, singapore";"18"
"206438";"katy, texas, usa";"24"
"206440";"chicago, illinois, usa";NULL
"206534";"evanston, illinois, usa";NULL
"206553";"mainz, rheinland-pfalz, germany";"23"
"206567";"new orleans, louisiana, usa";"33"
"206573";"plainsboro, new jersey, usa";NULL
"207259";"florence, oregon, usa";"38"
"207291";"brisbane, queensland, australia";NULL
"207341";"ottawa, ontario, canada";"58"
"207494";"huntsville, alabama, usa";"42"
"207499";"las cruces, new mexico, usa";NULL
"207702";"collierville, tennessee,";"56"
"207727";"robbinsville, new jersey, usa";"37"
"207965";"eugene, oregon, usa";"46"
"208059";"payson, arizona, usa";NULL
"208141";"jefferson, wisconsin, usa";"46"
"208147";"federal way, washington, usa";"41"
"208236";"roseburg, oregon, usa";"30"
"208238";"victoria, ,";NULL
"208251";"alvin, texas, usa";"35"
"208261";"victoria, british columbia, canada";NULL
"208376";"albuquerque, new mexico, usa";NULL
"208378";"san marcos, california, usa";NULL
"208406";"kansas city, missouri, usa";"30"
"208558";"sherwood park, alberta, canada";NULL
"208605";"cape neddick, maine, usa";"38"
"208641";"st. albans, missouri, usa";"48"
"208663";"jenks, oklahoma, usa";"39"
"208671";"simi valley, california, usa";NULL
"208829";"fredericton, new brunswick, canada";NULL
"209160";"ottawa, ontario, canada";"32"
"209163";"columbus, ohio, usa";NULL
"209174";"toronto, ontario, canada";NULL
"209238";"pass christian, mississippi39571, usa";"60"
"209373";"mountain view, california, usa";"37"
"209516";"felixstowe, suffolk, united kingdom";"57"
"209527";"lyons, kansas, usa";"40"
"209548";"ephrata, pennsylvania, usa";NULL
"209765";"san jose, california, usa";NULL
"209875";"crescent city, california, usa";"43"
"210485";"carmichael, california, usa";"35"
"210685";"medford, oregon, usa";"25"
"210717";"wantagh, new york, usa";"42"
"210792";"franconia, virginia, usa";"36"
"210926";"guelph, ontario, canada";NULL
"210959";"cliffwood, new jersey, usa";"30"
"211041";"kitimat, british columbia, canada";"30"
"211068";"n. richland hills, texas, usa";"16"
"211231";"prague, prague, czech republic";"21"
"211426";"pueblo, colorado, usa";"24"
"211937";"garden city park, new york, usa";"1"
"212260";"geneva, new york, usa";NULL
"212427";"narragansett, rhode island, usa";NULL
"212467";"weimar, texas, usa";"62"
"212628";"horsham, pennsylvania, usa";"36"
"212789";"san francisco, california, usa";"34"
"212898";"la ronge, saskatchewan, canada";NULL
"212904";"milwaukee, wisconsin, usa";"34"
"212923";"minneapolis, minnesota, usa";"34"
"213098";"las vegas, nevada, usa";"22"
"213150";"destrehan, louisiana, usa";"103"
"213350";"rowland heights, california, usa";"65"
"213410";"elm grove, wisconsin, usa";NULL
"213531";"bolingbrook, illinois, usa";"63"
"213780";"colgate, wisconsin, usa";NULL
"214133";"hamilton, montana, usa";"65"
"214651";"las vegas, nevada, usa";"38"
"214786";"boone county, kentucky, usa";NULL
"214826";"mannsville, new york, usa";NULL
"214879";"turku, varsinais-suomi, finland";"24"
"215278";"anderson, california, usa";NULL
"215359";"western springs, illinois, usa";"57"
"215388";"citrus heights, california, usa";NULL
"215746";"ontario, new york, usa";NULL
"215851";"roanoke, virginia, usa";NULL
"216027";"manchester, michigan, usa";"54"
"216100";"lancaster, new hampshire, usa";"40"
"216160";"chicago, illinois, usa";NULL
"216466";"castleton, vermont, usa";"29"
"216492";"placerville, california, usa";NULL
"216670";"pensacola, florida, usa";NULL
"216682";"weymouth, massachusetts, usa";NULL
"216683";"san jose, california, usa";NULL
"217318";"sackville, new brunswick, canada";NULL
"217375";"st. petersburg, florida, usa";"35"
"217491";"pacifica, california, usa";"41"
"217513";"riverhead, new york, usa";"38"
"217895";"tehran, tehran, iran";NULL
"217986";"ypsilanti, michigan, usa";"35"
"218068";"west lafayette, indiana, usa";"35"
"218121";"brighton, colorado, usa";NULL
"218271";"alkmaar, noord holland, netherlands";NULL
"218379";"auburn, maine, usa";"18"
"218552";"san antonio, texas, usa";"48"
"218568";"byron, minnesota, usa";"41"
"218613";"summerland, british columbia, canada";NULL
"219008";"halifax, nova scotia, canada";"60"
"219235";"woodstock, georgia, usa";NULL
"219254";"ottawa, ontario, canada";NULL
"219321";"marshfield, massachusetts, usa";NULL
"219530";"keene, new hampshire, usa";"19"
"219546";"new albany, indiana, usa";"25"
"219609";"port st lucie, florida, usa";"37"
"219683";"santa ana, california, usa";"32"
"219949";"summerfield, north carolina, usa";NULL
"220091";"san diego, california, usa";NULL
"220154";"mobile, alabama, usa";NULL
"220240";"roanoke, texas, usa";"34"
"220278";"hammond, indiana, usa";"32"
"220382";"saratoga springs, new york, usa";NULL
"220746";"brampton, ontario, canada";NULL
"221103";"ottawa, ontario, canada";NULL
"221114";"grants pass, oregon, usa";"28"
"221198";"valley village, california, usa";"22"
"221389";"kingwood, texas, usa";"32"
"221434";"coquitlam, british columbia, canada";NULL
"221445";"portland, oregon, usa";NULL
"221705";"jacksonville beach, florida, usa";NULL
"221948";"jacksonville, florida, usa";"36"
"222035";"bristol, connecticut, usa";"56"
"222050";"allen park, michigan, usa";"45"
"222906";"madrid, madrid, spain";"30"
"222941";"las vegas, nevada, usa";"57"
"223006";"taft, california, usa";NULL
"223087";"sherman oaks, california, usa";NULL
"223154";"wilmington, north carolina, usa";"33"
"223190";"the woodlands, texas, usa";"33"
"223201";"huntington beach, california, usa";NULL
"223331";"fort lauderdale, florida, usa";NULL
"223347";"palatine, illinois, usa";NULL
"223566";"kansas city, missouri, usa";"29"
"223872";"ogden, utah, usa";"37"
"223942";"kansas city, missouri, usa";NULL
"223953";"vashon island, washington, usa";"29"
"224138";"carlsbad, california, usa";NULL
"224303";"bradenton, florida, usa";NULL
"224340";"kansas city, missouri, usa";"45"
"224349";"columbia, maryland, usa";"23"
"224435";"warren, michigan, usa";"24"
"224650";"lake oswego, oregon, usa";NULL
"224659";"olympia, washington, usa";"17"
"224923";"cleveland, ohio, usa";"24"
"224997";"legazpi, albay, philippines";NULL
"225087";"toronto, ontario, canada";"51"
"225617";"berkeley, california, usa";NULL
"225686";"daly city, california, usa";"16"
"225687";"glen allen, virginia, usa";"16"
"225721";"new york, new york, usa";NULL
"225810";"el cajon, california, usa";"56"
"225867";"despair, indiana, usa";"93"
"225886";"ruma, illinois, usa";"35"
"225962";"huntsville, alabama, usa";"43"
"225986";"watford, england, united kingdom";"36"
"225989";"palmdale, california, usa";"27"
"225996";"belton, texas, usa";"20"
"226126";"hamilton, ,";NULL
"226205";"romeoville, illinois, usa";"48"
"226393";"willow street, pennsylvania, usa";"24"
"226482";"singapore, n/a,";"21"
"226545";"mesa, arizona, usa";"38"
"226671";"moose jaw, saskatchewan, canada";"26"
"226772";"mundelein, illinois, usa";"37"
"226879";"overland park, kansas, usa";"31"
"226975";"smithville, missouri, usa";"28"
"227013";"walnut creek, california, usa";NULL
"227083";"surrey, british columbia, canada";"18"
"227097";"lynnwood, washington, usa";"37"
"227169";"jackson, michigan, usa";NULL
"227447";"kelseyville, california, usa";"38"
"227520";"san jose, california, usa";"33"
"228321";"santa cruz, california, usa";"22"
"228328";"slippery rock, pennsylvania, usa";NULL
"228432";"henderson, ,";"36"
"228673";"lucknow, ontario, canada";"55"
"228681";"dumont, new jersey, usa";NULL
"228760";"augusta, georgia, usa";"22"
"228764";"oakdale, california, usa";"39"
"228998";"lincoln, nebraska, usa";"41"
"229011";"mclean, virginia, usa";NULL
"229313";"southgate, michigan, usa";"31"
"229329";"st-l�gier, vaud, switzerland";"56"
"229369";"opio, riviera, france";NULL
"229412";"kalispell, montana, usa";"27"
"229551";"ottawa, ontario, canada";"28"
"229632";"duchesne, utah, usa";"23"
"229656";"austin, texas, usa";"30"
"229741";"kensington, california, usa";"29"
"230115";"ap, florida, usa";"44"
"230249";"glen rock, pennsylvania, usa";NULL
"230496";"simi valley, california, usa";"34"
"230522";"colorado springs, colorado, usa";"52"
"231210";"roanoke, virginia, usa";"44"
"231264";"san antonio, texas, usa";"38"
"231351";"methuen, massachusetts, usa";"34"
"231827";"festus, missouri, usa";"32"
"231857";"canberra, australian capital territory, australia";"46"
"232066";"swartz creek, michigan, usa";"30"
"232131";"oakland, california, usa";NULL
"232251";"powder springs, georgia, usa";"29"
"232271";"iowa city, iowa, usa";"46"
"232295";"middletown, delaware, usa";NULL
"232475";"melbourne, florida, usa";NULL
"232820";"kingsport, tennessee, usa";"25"
"232929";"ames, iowa, usa";"35"
"232945";"newport, rhode island, usa";"28"
"232964";"westchester, illinois, usa";"44"
"233097";"san francisco, california, usa";NULL
"233143";"crawfordsville, indiana, usa";"34"
"233445";"hesperia, california, usa";NULL
"233633";"richmond, british columbia, canada";NULL
"233649";"quitman, mississippi, usa";"51"
"233711";"mackay, queensland, australia";"36"
"233867";"redmond, washington, usa";"25"
"233911";"romney, west virginia, usa";"41"
"233917";"madera, california, usa";"38"
"234359";"morro bay, california, usa";"35"
"234401";"frankfurt am main, hessen, germany";"34"
"234544";"seal beach, california, usa";NULL
"234565";"kelowna, british columbia, canada";"35"
"234597";"firenze, toscana, italy";NULL
"234623";"scarborough, maine, usa";NULL
"234759";"enderby, british columbia, canada";NULL
"234828";"fairbanks, alaska, usa";NULL
"234900";"pasadena, california, usa";NULL
"235105";"st louis, missouri, usa";"46"
"235154";"hastings, minnesota, usa";NULL
"235392";"st. louis, missouri, usa";"27"
"235429";"los altos, california, usa";"19"
"235842";"griswold, iowa, usa";"41"
"235895";"la, california, usa";NULL
"236032";"long beach, california, usa";"46"
"236058";"san francisco, california, usa";"34"
"236172";"chesapeake, virginia, usa";"34"
"236218";"portland, oregon, usa";NULL
"236247";"toronto, ontario, canada";"28"
"236267";"san francisco, california, usa";"30"
"236283";"orlando, florida, usa";"41"
"236340";"st kilda, victoria, australia";"29"
"236577";"santa barbara, california, usa";"50"
"236595";"richmond, british columbia, canada";"19"
"236728";"freehold, new jersey, usa";NULL
"236827";"st.paul, minnesota, usa";NULL
"236842";"glens falls, new york, usa";"20"
"236955";"pace, florida, usa";"41"
"236959";"st. louis, missouri, usa";"35"
"236994";"seattle, washington, usa";NULL
"237132";"columbia, missouri, usa";"26"
"237175";"grand rapids, michigan, usa";"32"
"237271";"sandy, utah, usa";NULL
"237299";"calgary, alberta, canada";NULL
"237477";"new boston, ohio, usa";"32"
"237745";"edmonton, alberta, canada";"58"
"238120";"louisville, kentucky, usa";"25"
"238170";"krefeld, nordrhein-westfalen, germany";NULL
"238186";"montclair, new jersey, usa";"36"
"238387";"montreal, quebec, canada";NULL
"238419";"lapeer, michigan, usa";NULL
"238526";"charleston, south carolina, usa";NULL
"238541";"vancouver, british columbia, canada";NULL
"238545";"mountain view, california, usa";NULL
"238557";"kuala lumpur, selangor, malaysia";"21"
"238739";"toronto, ontario, canada";"26"
"238779";"brooklyn, new york, usa";"46"
"238781";"yucca valley, california, usa";"51"
"239076";"southfield, michigan, usa";NULL
"239374";"minneapolis, minnesota, usa";NULL
"239584";"gilroy, california, usa";NULL
"239821";"pacifica, california, san mateo";NULL
"239834";"calgary, alberta, canada";"43"
"240035";"birmingham, alabama, usa";NULL
"240051";"trenton, ontario, canada";"32"
"240098";"revelstoke, british columbia, canada";"26"
"240144";"muskego, wisconsin, usa";"34"
"240219";"arlington, tennessee, usa";"38"
"240333";"sheffield, south yorkshire, united kingdom";"33"
"240370";"brookline, massachusetts, usa";NULL
"240495";"fort worth, texas, usa";"46"
"240543";"millbrae, california, usa";"67"
"240602";"pulaski, virginia, usa";NULL
"240700";"waldorf, maryland, usa";"15"
"240906";"whistler, british columbia, canada";NULL
"241033";"columbus, ohio, usa";"26"
"241146";"victoria, british columbia, canada";NULL
"241344";"bellevue, nebraska, usa";"23"
"241401";"coral springs, florida, usa";NULL
"241527";"alexandria, virginia, usa";NULL
"241548";"saratoga, california, usa";"44"
"241614";"philadelphia, pennsylvania, usa";"20"
"241666";"san francisco, california, usa";"35"
"241791";"na, ohio, usa";"27"
"241869";"warren, michigan, usa";NULL
"242037";"shanghai, n/a, china";NULL
"242040";"portland, oregon, usa";NULL
"242083";"fairview, new mexico, usa";"24"
"242106";"covington, virginia, usa";"28"
"242247";"livonia, michigan, usa";"42"
"242299";"orlando, florida, usa";"25"
"242357";"watertown, connecticut, usa";"28"
"242361";"greencastle, pennsylvania, usa";NULL
"242499";"st. albert, alberta, canada";NULL
"242824";"belton, texas, usa";"21"
"242878";"montreal, quebec, canada";"37"
"242891";"rockwall, texas, usa";"84"
"242962";"hillsboro, ohio, usa";"26"
"243075";"whitehorse, yukon territory, canada";"13"
"243142";"westerville, ohio, usa";"51"
"243260";"campbellsport, wisconsin, usa";NULL
"243294";"geismar, louisiana, usa";"25"
"243344";"portland, oregon, usa";NULL
"243642";"westfield, new jersey, usa";NULL
"243917";"philadelphia, pennsylvania, usa";"48"
"243929";"chicago, illinois,";"63"
"243930";"montreuil, seine saint-denis, france";"43"
"243996";"bellingham, washington, usa";NULL
"244039";"livonia, michigan, usa";NULL
"244349";"los banos, california, usa";"40"
"244351";"tijeras, new mexico, usa";NULL
"244400";"west linn, oregon, usa";"55"
"244593";"huntsville, alabama, usa";"33"
"244685";"rockvale, tennessee,";NULL
"244688";"st. petersburg, florida, usa";"26"
"244736";"forest grove, oregon, usa";"23"
"244874";"pasadena, california, usa";"29"
"244915";"lexington, north carolina, usa";"49"
"244918";"coronado, california, usa";NULL
"244994";"ostermundigen, bern, switzerland";NULL
"245042";"allentown, pennsylvania, usa";"21"
"245088";"adams, massachusetts, usa";"27"
"245346";"altamonte spring, florida, usa";"24"
"245371";"halifax, nova scotia, canada";"26"
"245445";"pawtucket, rhode island, usa";"23"
"245534";"toronto, ontario, canada";NULL
"245649";"greensboro, north carolina, usa";"27"
"245782";"peru, indiana, usa";"35"
"245827";"albuquerque, ,";NULL
"245864";"superior, wisconsin, usa";"46"
"245963";"saint louis, missouri, usa";NULL
"246000";"saratoga, california, usa";"20"
"246247";"akron, ohio, usa";"29"
"246312";"new york, new york, usa";NULL
"246433";"dublin, new hampshire, usa";NULL
"246512";"college station, texas, usa";"22"
"246655";"mooresville, north carolina, usa";NULL
"246671";"melbourne, victoria, australia";"27"
"246910";"sycamore, illinois, usa";"15"
"247141";"scottsdale, arizona, usa";NULL
"247447";"long beach, california, usa";"19"
"247568";"davie, florida, usa";"17"
"247752";"wake forest, north carolina, usa";"30"
"247840";"alexandria, virginia, usa";NULL
"247852";"snellville, georgia, usa";NULL
"248168";"atlanta, georgia, usa";NULL
"248464";"portland, oregon, usa";"30"
"248496";"coquitlam, british columbia, canada";NULL
"248718";"hyde park, new york, usa";"43"
"249111";"calgary, alberta, canada";NULL
"249598";"dallas, texas, usa";"25"
"249628";"whitney, texas, usa";"51"
"249695";"halifax, nova scotia, canada";"35"
"249862";"sugar land, texas, usa";NULL
"249894";"duncansville, pennsylvania, usa";NULL
"249912";"kirkwood, missouri, usa";"26"
"250015";"amsterdam, noord holland, netherlands";"31"
"250105";"london, england, united kingdom";NULL
"250359";"l�nen, nordrhein-westfalen, germany";"23"
"250472";"medford, oregon, usa";"49"
"250539";"calgary, alberta, canada";"21"
"250645";"thunder bay, ontario, canada";"22"
"250709";"chicago, illinois, usa";NULL
"250764";"cove, oregon, usa";NULL
"250936";"jacksonville, florida, usa";"36"
"250962";"vancouver, british columbia, canada";"24"
"250984";"cambridge, massachusetts, usa";"37"
"251003";"latonia, kentucky, usa";"37"
"251036";"creola, alabama, usa";"15"
"251140";"redding, california, usa";"25"
"251242";"delta, british columbia, canada";"28"
"251394";"portland, maine, usa";"25"
"251400";"newtown square, pennsylvania, usa";NULL
"251422";"cumberland, maryland, usa";"23"
"251499";"maryville, tennessee, usa";"25"
"251613";"sonoma, california, usa";"34"
"251642";"farmington hills, michigan, usa";"57"
"251721";"orleans, massachusetts, usa";"57"
"251730";"windsor, connecticut, usa";"37"
"251779";"stittsville, ontario, canada";NULL
"252007";"mainz, rheinland-pfalz, germany";"35"
"252045";"decatur, georgia, usa";NULL
"252049";"salt lake city, utah, usa";NULL
"252071";"catawba, wisconsin, usa";"32"
"252126";"san diego, ,";NULL
"252222";"mississauga, ontario, canada";"21"
"252233";"kansas city, missouri, usa";"22"
"252347";"springfield, virginia, usa";"52"
"252719";"albion, maine, usa";"19"
"252820";"montreal, quebec, canada";"33"
"252848";"vinton, virginia, usa";"32"
"252865";"olympia, washington, usa";"30"
"253090";"gatineau, quebec, canada";"1"
"253228";"harrisonburg, virginia, usa";NULL
"253343";"san francisco, california, usa";NULL
"253476";"jasper, ,";NULL
"253482";"vallejo, california, usa";"24"
"253516";"charleston, west virginia, usa";NULL
"253580";"midland, ontario, canada";"52"
"253821";"fulton, missouri, usa";NULL
"253828";"tallahassee, florida, usa";NULL
"253949";"steamboat springs, colorado, usa";"33"
"254053";"hackettstown, new jersey, usa";"27"
"254068";"downingtown, pennsylvania, usa";"14"
"254160";"millbrae, california, usa";"33"
"254196";"antioch, illinois, usa";NULL
